"Address","Value_1","Hex_1","Value_2","Hex_2","Value_3","Hex_3",,65535,,
476,0,"0x0000",0,"0x0000",0,"0x0000",,,,
477,0,"0x0000",0,"0x0000",0,"0x0000",,,,
478,0,"0x0000",0,"0x0000",0,"0x0000",,,,
479,0,"0x0000",0,"0x0000",0,"0x0000",,,,
480,0,"0x0000",0,"0x0000",0,"0x0000",,,,
481,0,"0x0000",0,"0x0000",0,"0x0000",,,,
482,0,"0x0000",0,"0x0000",0,"0x0000",,,,
483,0,"0x0000",0,"0x0000",0,"0x0000",,,,
484,0,"0x0000",0,"0x0000",0,"0x0000",,,,
485,0,"0x0000",0,"0x0000",0,"0x0000",,,,
486,0,"0x0000",0,"0x0000",0,"0x0000",,,,
487,0,"0x0000",0,"0x0000",0,"0x0000",,,,
488,0,"0x0000",0,"0x0000",0,"0x0000",,,,
489,0,"0x0000",0,"0x0000",0,"0x0000",,,,
490,0,"0x0000",0,"0x0000",0,"0x0000",,,,
491,0,"0x0000",0,"0x0000",0,"0x0000",,,,
492,0,"0x0000",0,"0x0000",0,"0x0000",,,,
493,0,"0x0000",0,"0x0000",0,"0x0000",,,,
494,0,"0x0000",0,"0x0000",0,"0x0000",,,,
495,0,"0x0000",0,"0x0000",0,"0x0000",,,,
496,0,"0x0000",0,"0x0000",0,"0x0000",,,,
497,0,"0x0000",0,"0x0000",0,"0x0000",,,,
498,0,"0x0000",0,"0x0000",0,"0x0000",,,,
499,0,"0x0000",0,"0x0000",0,"0x0000",,,,
500,0,"0x0000",0,"0x0000",0,"0x0000",,,,
501,0,"0x0000",0,"0x0000",0,"0x0000",,,,
502,0,"0x0000",0,"0x0000",0,"0x0000",,,,
503,0,"0x0000",0,"0x0000",0,"0x0000",,,,
504,0,"0x0000",0,"0x0000",0,"0x0000",,,,
505,0,"0x0000",0,"0x0000",0,"0x0000",,,,
506,0,"0x0000",0,"0x0000",0,"0x0000",,,,
507,0,"0x0000",0,"0x0000",0,"0x0000",,,,
508,0,"0x0000",0,"0x0000",0,"0x0000",,,,
509,0,"0x0000",0,"0x0000",0,"0x0000",,,,
510,0,"0x0000",0,"0x0000",0,"0x0000",,,,
511,0,"0x0000",0,"0x0000",0,"0x0000",,,,
512,0,"0x0000",0,"0x0000",0,"0x0000",,,,
513,0,"0x0000",0,"0x0000",0,"0x0000",,,,
514,0,"0x0000",0,"0x0000",0,"0x0000",,,,
515,0,"0x0000",0,"0x0000",0,"0x0000",,,,
516,0,"0x0000",0,"0x0000",0,"0x0000",,,,
517,0,"0x0000",0,"0x0000",0,"0x0000",,,,
518,0,"0x0000",0,"0x0000",0,"0x0000",,,,
519,0,"0x0000",0,"0x0000",0,"0x0000",,,,
530,0,"0x0000",0,"0x0000",0,"0x0000",,,,
531,0,"0x0000",0,"0x0000",0,"0x0000",,,,
532,0,"0x0000",0,"0x0000",0,"0x0000",,,,
533,0,"0x0000",0,"0x0000",0,"0x0000",,,,
534,0,"0x0000",0,"0x0000",0,"0x0000",,,,
535,0,"0x0000",0,"0x0000",0,"0x0000",,,,
536,0,"0x0000",0,"0x0000",0,"0x0000",,,,
537,4999,"0x1387",5000,"0x1388",4993,"0x1381",,,,
538,247,"0x00F7",251,"0x00FB",249,"0x00F9",,,,
539,0,"0x0000",0,"0x0000",0,"0x0000",,,,
540,496,"0x01F0",488,"0x01E8",504,"0x01F8","active power(W)",,,
541,579,"0x0243",581,"0x0245",594,"0x0252","apparent power",,,
542,0,"0x0000",0,"0x0000",0,"0x0000",,,,
543,0,"0x0000",0,"0x0000",0,"0x0000",,,,
544,246,"0x00F6",243,"0x00F3",253,"0x00FD",,,,
545,0,"0x0000",0,"0x0000",0,"0x0000",,,,
546,30,"0x001E",32,"0x0020",34,"0x0022",,,,
547,0,"0x0000",0,"0x0000",0,"0x0000",,,,
548,8966,"0x2306",8968,"0x2308",8970,"0x230A",,,,
549,0,"0x0000",0,"0x0000",0,"0x0000",,,,
550,8966,"0x2306",8968,"0x2308",8970,"0x230A",,,,
551,0,"0x0000",0,"0x0000",0,"0x0000",,,,
552,8966,"0x2306",8968,"0x2308",8970,"0x230A",,,,
553,0,"0x0000",0,"0x0000",0,"0x0000",,,,
554,0,"0x0000",0,"0x0000",0,"0x0000",,,,
555,0,"0x0000",0,"0x0000",0,"0x0000",,,,
556,0,"0x0000",0,"0x0000",0,"0x0000",,,,
557,0,"0x0000",0,"0x0000",0,"0x0000",,,,
558,0,"0x0000",0,"0x0000",0,"0x0000",,,,
559,0,"0x0000",0,"0x0000",0,"0x0000",,,,
560,0,"0x0000",0,"0x0000",0,"0x0000",,,,
561,0,"0x0000",0,"0x0000",0,"0x0000",,,,
562,0,"0x0000",0,"0x0000",0,"0x0000",,,,
563,0,"0x0000",0,"0x0000",0,"0x0000",,,,
564,0,"0x0000",0,"0x0000",0,"0x0000",,,,
565,0,"0x0000",0,"0x0000",0,"0x0000",,,,
566,0,"0x0000",0,"0x0000",0,"0x0000",,,,
567,0,"0x0000",0,"0x0000",0,"0x0000",,,,
568,0,"0x0000",0,"0x0000",0,"0x0000",,,,
569,0,"0x0000",0,"0x0000",0,"0x0000",,,,
570,0,"0x0000",0,"0x0000",0,"0x0000",,,,
571,0,"0x0000",0,"0x0000",0,"0x0000",,,,
572,0,"0x0000",0,"0x0000",0,"0x0000",,,,
573,0,"0x0000",0,"0x0000",0,"0x0000",,,,
574,0,"0x0000",0,"0x0000",0,"0x0000",,,,
575,0,"0x0000",0,"0x0000",0,"0x0000",,,,
576,0,"0x0000",0,"0x0000",0,"0x0000",,,,
577,0,"0x0000",0,"0x0000",0,"0x0000",,,,
578,0,"0x0000",0,"0x0000",0,"0x0000",,,,
579,0,"0x0000",0,"0x0000",0,"0x0000",,,,
580,0,"0x0000",0,"0x0000",0,"0x0000",,,,
581,0,"0x0000",0,"0x0000",0,"0x0000",,,,
582,0,"0x0000",0,"0x0000",0,"0x0000",,,,
583,0,"0x0000",0,"0x0000",0,"0x0000",,,,
584,0,"0x0000",0,"0x0000",0,"0x0000",,,,
585,0,"0x0000",0,"0x0000",0,"0x0000",,,,
586,0,"0x0000",0,"0x0000",0,"0x0000",,,,
587,0,"0x0000",0,"0x0000",0,"0x0000",,,,
588,0,"0x0000",0,"0x0000",0,"0x0000",,,,
589,0,"0x0000",0,"0x0000",0,"0x0000",,,,
590,0,"0x0000",0,"0x0000",0,"0x0000",,,,
591,0,"0x0000",0,"0x0000",0,"0x0000",,,,
592,0,"0x0000",0,"0x0000",0,"0x0000",,,,
593,0,"0x0000",0,"0x0000",0,"0x0000",,,,
594,0,"0x0000",0,"0x0000",0,"0x0000",,,,
595,0,"0x0000",0,"0x0000",0,"0x0000",,,,
596,0,"0x0000",0,"0x0000",0,"0x0000",,,,
597,0,"0x0000",0,"0x0000",0,"0x0000",,,,
598,0,"0x0000",0,"0x0000",0,"0x0000",,,,
599,0,"0x0000",0,"0x0000",0,"0x0000",,,,
610,65525,"0xFFF5",65526,"0xFFF6",65525,"0xFFF5",,,,
611,0,"0x0000",0,"0x0000",0,"0x0000",,,,
612,0,"0x0000",0,"0x0000",0,"0x0000",,,,
613,0,"0x0000",0,"0x0000",0,"0x0000",,,,
614,21,"0x0015",21,"0x0015",21,"0x0015",,,,
615,0,"0x0000",0,"0x0000",0,"0x0000",,,,
616,0,"0x0000",0,"0x0000",0,"0x0000",,,,
617,0,"0x0000",0,"0x0000",0,"0x0000",,,,
618,2585,"0x0A19",2585,"0x0A19",2585,"0x0A19","Solar Power Generated in (kwh * 100)",,,
619,0,"0x0000",0,"0x0000",0,"0x0000","Solar Power Generated in (kwh * 100)",,,
620,2585,"0x0A19",2585,"0x0A19",2585,"0x0A19","Solar Power Generated in (kwh * 100)",,,
621,0,"0x0000",0,"0x0000",0,"0x0000","Solar Power Generated in (kwh * 100)",,,
622,2585,"0x0A19",2585,"0x0A19",2585,"0x0A19","Solar Power Generated in (kwh * 100)",,,
623,0,"0x0000",0,"0x0000",0,"0x0000","Solar Power Generated in (kwh * 100)",,,
624,25,"0x0019",24,"0x0018",25,"0x0019","pv volt",,,
625,65525,"0xFFF5",65525,"0xFFF5",65525,"0xFFF5",,,,
626,0,"0x0000",0,"0x0000",0,"0x0000","current PV gen in watt",,,
627,21,"0x0015",21,"0x0015",21,"0x0015","pv watt",,,
628,0,"0x0000",0,"0x0000",0,"0x0000",,,,
629,0,"0x0000",0,"0x0000",0,"0x0000",,,,
630,0,"0x0000",0,"0x0000",0,"0x0000","todays generation",,,
631,0,"0x0000",0,"0x0000",0,"0x0000",,,,
632,2585,"0x0A19",2585,"0x0A19",2585,"0x0A19","Solar Power Generated in (kwh * 100)",,,
633,0,"0x0000",0,"0x0000",0,"0x0000","Solar Power Generated in (kwh * 100)",,,
634,2585,"0x0A19",2585,"0x0A19",2585,"0x0A19","Solar Power Generated in (kwh * 100)",,,
635,0,"0x0000",0,"0x0000",0,"0x0000","Solar Power Generated in (kwh * 100)",,,
636,2585,"0x0A19",2585,"0x0A19",2585,"0x0A19","Solar Power Generated in (kwh * 100)",,,
637,0,"0x0000",0,"0x0000",0,"0x0000","Solar Power Generated in (kwh * 100)",,,
638,0,"0x0000",0,"0x0000",0,"0x0000",,,,
639,0,"0x0000",0,"0x0000",0,"0x0000",,,,
640,0,"0x0000",0,"0x0000",0,"0x0000",,,,
641,0,"0x0000",0,"0x0000",0,"0x0000",,,,
642,0,"0x0000",0,"0x0000",0,"0x0000",,,,
643,16,"0x0010",16,"0x0010",16,"0x0010",,,,
644,0,"0x0000",0,"0x0000",0,"0x0000",,,,
645,0,"0x0000",0,"0x0000",0,"0x0000",,,,
646,0,"0x0000",0,"0x0000",0,"0x0000",,,,
647,0,"0x0000",0,"0x0000",0,"0x0000",,,,
648,0,"0x0000",0,"0x0000",0,"0x0000",,,,
649,0,"0x0000",0,"0x0000",0,"0x0000",,,,
650,0,"0x0000",0,"0x0000",0,"0x0000",,,,
651,0,"0x0000",0,"0x0000",0,"0x0000",,,,
652,0,"0x0000",0,"0x0000",0,"0x0000",,,,
653,0,"0x0000",0,"0x0000",0,"0x0000",,,,
654,0,"0x0000",0,"0x0000",0,"0x0000",,,,
655,0,"0x0000",0,"0x0000",0,"0x0000",,,,
656,0,"0x0000",0,"0x0000",0,"0x0000",,,,
657,0,"0x0000",0,"0x0000",0,"0x0000",,,,
658,0,"0x0000",0,"0x0000",0,"0x0000",,,,
659,0,"0x0000",0,"0x0000",0,"0x0000",,,,
660,0,"0x0000",0,"0x0000",0,"0x0000",,,,
661,0,"0x0000",0,"0x0000",0,"0x0000",,,,
662,0,"0x0000",0,"0x0000",0,"0x0000",,,,
663,0,"0x0000",0,"0x0000",0,"0x0000",,,,
664,0,"0x0000",0,"0x0000",0,"0x0000",,,,
665,0,"0x0000",0,"0x0000",0,"0x0000",,,,
666,0,"0x0000",0,"0x0000",0,"0x0000",,,,
667,0,"0x0000",0,"0x0000",0,"0x0000",,,,
668,0,"0x0000",0,"0x0000",0,"0x0000",,,,
669,0,"0x0000",0,"0x0000",0,"0x0000",,,,
680,0,"0x0000",0,"0x0000",0,"0x0000",,,,
681,0,"0x0000",0,"0x0000",0,"0x0000",,,,
682,2348,"0x092C",2300,"0x08FC",2370,"0x0942",,,,
683,4992,"0x1380",4999,"0x1387",4993,"0x1381",,,,
684,66,"0x0042",249,"0x00F9",66,"0x0042",,,,
685,47,"0x002F",65530,"0xFFFA",55,"0x0037",,,,
686,0,"0x0000",0,"0x0000",0,"0x0000",,,,
687,0,"0x0000",0,"0x0000",0,"0x0000",,,,
688,0,"0x0000",0,"0x0000",0,"0x0000",,,,
689,0,"0x0000",0,"0x0000",0,"0x0000",,,,
690,0,"0x0000",0,"0x0000",0,"0x0000",,,,
691,0,"0x0000",0,"0x0000",0,"0x0000",,,,
692,0,"0x0000",0,"0x0000",0,"0x0000",,,,
693,0,"0x0000",1,"0x0001",2,"0x0002",,,,
694,0,"0x0000",0,"0x0000",0,"0x0000",,,,
695,645,"0x0285",646,"0x0286",647,"0x0287",,,,
696,0,"0x0000",0,"0x0000",0,"0x0000",,,,
697,645,"0x0285",646,"0x0286",647,"0x0287",,,,
698,0,"0x0000",0,"0x0000",0,"0x0000",,,,
699,0,"0x0000",0,"0x0000",0,"0x0000",,,,
700,0,"0x0000",0,"0x0000",0,"0x0000",,,,
701,0,"0x0000",0,"0x0000",0,"0x0000",,,,
702,0,"0x0000",0,"0x0000",0,"0x0000",,,,
703,0,"0x0000",0,"0x0000",0,"0x0000",,,,
704,0,"0x0000",0,"0x0000",0,"0x0000",,,,
705,0,"0x0000",0,"0x0000",0,"0x0000",,,,
706,0,"0x0000",0,"0x0000",0,"0x0000",,,,
707,0,"0x0000",0,"0x0000",0,"0x0000",,,,
708,0,"0x0000",0,"0x0000",0,"0x0000",,,,
709,0,"0x0000",0,"0x0000",0,"0x0000",,,,
710,0,"0x0000",0,"0x0000",0,"0x0000",,,,
711,0,"0x0000",0,"0x0000",0,"0x0000",,,,
712,0,"0x0000",0,"0x0000",0,"0x0000",,,,
713,0,"0x0000",0,"0x0000",0,"0x0000",,,,
714,0,"0x0000",0,"0x0000",0,"0x0000",,,,
715,0,"0x0000",0,"0x0000",0,"0x0000",,,,
716,0,"0x0000",0,"0x0000",0,"0x0000",,,,
717,0,"0x0000",0,"0x0000",0,"0x0000",,,,
718,0,"0x0000",0,"0x0000",0,"0x0000",,,,
719,0,"0x0000",0,"0x0000",0,"0x0000",,,,
720,0,"0x0000",0,"0x0000",0,"0x0000",,,,
721,0,"0x0000",0,"0x0000",0,"0x0000",,,,
722,0,"0x0000",0,"0x0000",0,"0x0000",,,,
723,0,"0x0000",0,"0x0000",0,"0x0000",,,,
724,0,"0x0000",0,"0x0000",0,"0x0000",,,,
725,0,"0x0000",0,"0x0000",0,"0x0000",,,,
726,0,"0x0000",0,"0x0000",0,"0x0000",,,,
727,0,"0x0000",0,"0x0000",0,"0x0000",,,,
728,0,"0x0000",0,"0x0000",0,"0x0000",,,,
729,0,"0x0000",0,"0x0000",0,"0x0000",,,,
800,30,"0x001E",30,"0x001E",30,"0x001E",,,,
801,0,"0x0000",0,"0x0000",0,"0x0000",,,,
802,255,"0x00FF",255,"0x00FF",255,"0x00FF",,,,
803,0,"0x0000",0,"0x0000",0,"0x0000",,,,
804,0,"0x0000",0,"0x0000",0,"0x0000",,,,
805,0,"0x0000",0,"0x0000",0,"0x0000",,,,
806,0,"0x0000",0,"0x0000",0,"0x0000",,,,
807,0,"0x0000",0,"0x0000",0,"0x0000",,,,
808,0,"0x0000",0,"0x0000",0,"0x0000",,,,
809,0,"0x0000",0,"0x0000",0,"0x0000",,,,
820,330,"0x014A",380,"0x017C",350,"0x015E",,,,
821,0,"0x0000",0,"0x0000",0,"0x0000",,,,
822,0,"0x0000",0,"0x0000",0,"0x0000",,,,
823,0,"0x0000",0,"0x0000",0,"0x0000",,,,
824,0,"0x0000",0,"0x0000",0,"0x0000",,,,
825,0,"0x0000",0,"0x0000",0,"0x0000",,,,
826,0,"0x0000",0,"0x0000",0,"0x0000",,,,
827,0,"0x0000",0,"0x0000",0,"0x0000",,,,
828,0,"0x0000",0,"0x0000",0,"0x0000",,,,
829,0,"0x0000",0,"0x0000",0,"0x0000",,,,
850,0,"0x0000",0,"0x0000",0,"0x0000",,,,
851,0,"0x0000",0,"0x0000",0,"0x0000",,,,
852,0,"0x0000",0,"0x0000",0,"0x0000",,,,
853,0,"0x0000",0,"0x0000",0,"0x0000",,,,
854,0,"0x0000",0,"0x0000",0,"0x0000",,,,
855,0,"0x0000",0,"0x0000",0,"0x0000",,,,
856,0,"0x0000",0,"0x0000",0,"0x0000",,,,
857,0,"0x0000",0,"0x0000",0,"0x0000",,,,
858,0,"0x0000",0,"0x0000",0,"0x0000",,,,
859,0,"0x0000",0,"0x0000",0,"0x0000",,,,
870,0,"0x0000",0,"0x0000",0,"0x0000",,,,
871,0,"0x0000",0,"0x0000",0,"0x0000",,,,
872,0,"0x0000",0,"0x0000",0,"0x0000",,,,
873,0,"0x0000",0,"0x0000",0,"0x0000",,,,
874,0,"0x0000",0,"0x0000",0,"0x0000",,,,
875,0,"0x0000",0,"0x0000",0,"0x0000",,,,
876,0,"0x0000",0,"0x0000",0,"0x0000",,,,
877,0,"0x0000",0,"0x0000",0,"0x0000",,,,
878,0,"0x0000",0,"0x0000",0,"0x0000",,,,
879,0,"0x0000",0,"0x0000",0,"0x0000",,,,
880,0,"0x0000",0,"0x0000",0,"0x0000",,,,
881,0,"0x0000",0,"0x0000",0,"0x0000",,,,
882,0,"0x0000",0,"0x0000",0,"0x0000",,,,
883,0,"0x0000",0,"0x0000",0,"0x0000",,,,
884,0,"0x0000",0,"0x0000",0,"0x0000",,,,
885,0,"0x0000",0,"0x0000",0,"0x0000",,,,
886,0,"0x0000",0,"0x0000",0,"0x0000",,,,
887,0,"0x0000",0,"0x0000",0,"0x0000",,,,
888,0,"0x0000",0,"0x0000",0,"0x0000",,,,
889,0,"0x0000",0,"0x0000",0,"0x0000",,,,
890,0,"0x0000",0,"0x0000",0,"0x0000",,,,
891,0,"0x0000",0,"0x0000",0,"0x0000",,,,
892,0,"0x0000",0,"0x0000",0,"0x0000",,,,
893,0,"0x0000",0,"0x0000",0,"0x0000",,,,
894,0,"0x0000",0,"0x0000",0,"0x0000",,,,
895,0,"0x0000",0,"0x0000",0,"0x0000",,,,
896,0,"0x0000",0,"0x0000",0,"0x0000",,,,
897,0,"0x0000",0,"0x0000",0,"0x0000",,,,
898,0,"0x0000",0,"0x0000",0,"0x0000",,,,
899,0,"0x0000",0,"0x0000",0,"0x0000",,,,
900,0,"0x0000",0,"0x0000",0,"0x0000",,,,
901,0,"0x0000",0,"0x0000",0,"0x0000",,,,
902,0,"0x0000",0,"0x0000",0,"0x0000",,,,
903,0,"0x0000",0,"0x0000",0,"0x0000",,,,
904,0,"0x0000",0,"0x0000",0,"0x0000",,,,
905,0,"0x0000",0,"0x0000",0,"0x0000",,,,
906,0,"0x0000",0,"0x0000",0,"0x0000",,,,
907,0,"0x0000",0,"0x0000",0,"0x0000",,,,
908,0,"0x0000",0,"0x0000",0,"0x0000",,,,
909,0,"0x0000",0,"0x0000",0,"0x0000",,,,
910,0,"0x0000",0,"0x0000",0,"0x0000",,,,
911,0,"0x0000",0,"0x0000",0,"0x0000",,,,
912,0,"0x0000",0,"0x0000",0,"0x0000",,,,
913,0,"0x0000",0,"0x0000",0,"0x0000",,,,
914,0,"0x0000",0,"0x0000",0,"0x0000",,,,
915,0,"0x0000",0,"0x0000",0,"0x0000",,,,
916,0,"0x0000",0,"0x0000",0,"0x0000",,,,
917,0,"0x0000",0,"0x0000",0,"0x0000",,,,
918,0,"0x0000",0,"0x0000",0,"0x0000",,,,
919,0,"0x0000",0,"0x0000",0,"0x0000",,,,
920,0,"0x0000",0,"0x0000",0,"0x0000",,,,
921,0,"0x0000",0,"0x0000",0,"0x0000",,,,
922,0,"0x0000",0,"0x0000",0,"0x0000",,,,
923,0,"0x0000",0,"0x0000",0,"0x0000",,,,
924,0,"0x0000",0,"0x0000",0,"0x0000",,,,
925,0,"0x0000",0,"0x0000",0,"0x0000",,,,
926,0,"0x0000",0,"0x0000",0,"0x0000",,,,
927,0,"0x0000",0,"0x0000",0,"0x0000",,,,
928,0,"0x0000",0,"0x0000",0,"0x0000",,,,
929,0,"0x0000",0,"0x0000",0,"0x0000",,,,
930,0,"0x0000",0,"0x0000",0,"0x0000",,,,
931,0,"0x0000",0,"0x0000",0,"0x0000",,,,
932,0,"0x0000",0,"0x0000",0,"0x0000",,,,
933,0,"0x0000",0,"0x0000",0,"0x0000",,,,
934,0,"0x0000",0,"0x0000",0,"0x0000",,,,
935,0,"0x0000",0,"0x0000",0,"0x0000",,,,
936,0,"0x0000",0,"0x0000",0,"0x0000",,,,
937,0,"0x0000",0,"0x0000",0,"0x0000",,,,
938,0,"0x0000",0,"0x0000",0,"0x0000",,,,
939,0,"0x0000",0,"0x0000",0,"0x0000",,,,
940,0,"0x0000",0,"0x0000",0,"0x0000",,,,
941,0,"0x0000",0,"0x0000",0,"0x0000",,,,
942,0,"0x0000",0,"0x0000",0,"0x0000",,,,
943,0,"0x0000",0,"0x0000",0,"0x0000",,,,
944,0,"0x0000",0,"0x0000",0,"0x0000",,,,
945,0,"0x0000",0,"0x0000",0,"0x0000",,,,
946,0,"0x0000",0,"0x0000",0,"0x0000",,,,
947,0,"0x0000",0,"0x0000",0,"0x0000",,,,
948,0,"0x0000",0,"0x0000",0,"0x0000",,,,
949,0,"0x0000",0,"0x0000",0,"0x0000",,,,
950,0,"0x0000",0,"0x0000",0,"0x0000",,,,
951,0,"0x0000",0,"0x0000",0,"0x0000",,,,
952,0,"0x0000",0,"0x0000",0,"0x0000",,,,
953,0,"0x0000",0,"0x0000",0,"0x0000",,,,
954,0,"0x0000",0,"0x0000",0,"0x0000",,,,
955,0,"0x0000",0,"0x0000",0,"0x0000",,,,
956,0,"0x0000",0,"0x0000",0,"0x0000",,,,
957,0,"0x0000",0,"0x0000",0,"0x0000",,,,
958,0,"0x0000",0,"0x0000",0,"0x0000",,,,
959,0,"0x0000",0,"0x0000",0,"0x0000",,,,
